status,accepted_timestamp,accepted_lat,accepted_lng,pickup_timestamp,dropped_off_timestamp
canceled,2021-07-11 22:27:34 UTC,29.43927,-98.48854,2021-07-11 22:38:11 UTC,
finished,2021-07-11 23:02:32 UTC,29.52001,-98.48144,2021-07-11 23:09:24 UTC,2021-07-11 23:18:35 UTC
finished,2021-07-11 19:40:21 UTC,29.520036,-98.296768,2021-07-11 19:53:31 UTC,2021-07-11 20:24:14 UTC
finished,2021-07-11 21:15:26 UTC,29.52,-98.50178,2021-07-11 21:21:47 UTC,2021-07-11 21:45:21 UTC
finished,2022-01-27 21:29:32 UTC,29.48746,-98.446681,2022-01-27 21:42:10 UTC,2022-01-27 22:02:05 UTC
finished,2022-01-27 21:03:21 UTC,29.524293,-98.476714,2022-01-27 21:06:43 UTC,2022-01-27 21:18:22 UTC
finished,2021-10-24 03:23:35 UTC,29.578506,-98.631849,2021-10-24 03:38:17 UTC,2021-10-24 03:57:44 UTC
finished,2021-10-24 04:08:06 UTC,29.422567,-98.491561,2021-10-24 04:29:28 UTC,2021-10-24 04:46:26 UTC
finished,2021-10-24 02:39:25 UTC,29.35641,-98.52408,2021-10-24 02:46:34 UTC,2021-10-24 02:50:07 UTC
canceled,2021-10-24 00:33:56 UTC,29.608867,-98.468605,,
finished,2021-10-24 01:47:22 UTC,29.428079,-98.554435,2021-10-24 01:56:46 UTC,2021-10-24 02:11:19 UTC
finished,2021-10-24 05:55:01 UTC,29.48953,-98.57103,2021-10-24 06:03:06 UTC,2021-10-24 06:21:34 UTC
canceled,2021-10-24 03:20:20 UTC,29.585105,-98.631538,,
finished,2021-07-08 04:32:23 UTC,29.547326,-98.564765,2021-07-08 04:50:36 UTC,2021-07-08 05:04:22 UTC
finished,2021-07-08 21:47:22 UTC,29.55446,-98.53777,2021-07-08 21:55:33 UTC,2021-07-08 22:00:29 UTC
finished,2021-07-08 03:55:38 UTC,29.592756,-98.625223,2021-07-08 03:57:50 UTC,2021-07-08 04:06:34 UTC
finished,2021-07-08 07:12:44 UTC,29.496655,-98.392513,2021-07-08 07:19:23 UTC,2021-07-08 07:36:13 UTC
finished,2021-07-08 03:02:03 UTC,29.57516,-98.596,2021-07-08 03:08:50 UTC,2021-07-08 03:18:13 UTC
canceled,2021-07-08 02:08:43 UTC,29.478523,-98.6579,,
finished,2021-07-08 02:19:17 UTC,29.516881,-98.657686,2021-07-08 02:25:41 UTC,2021-07-08 02:40:43 UTC
finished,2021-07-08 20:10:23 UTC,29.4514,-98.68311,2021-07-08 20:17:26 UTC,2021-07-08 20:49:49 UTC
finished,2021-07-08 01:13:49 UTC,29.53285,-98.56757,2021-07-08 01:16:04 UTC,2021-07-08 01:21:55 UTC
finished,2021-07-08 01:52:22 UTC,29.483939,-98.605802,2021-07-08 01:55:11 UTC,2021-07-08 02:03:51 UTC
finished,2021-08-27 03:51:32 UTC,29.419828,-98.491053,2021-08-27 03:55:35 UTC,2021-08-27 04:03:44 UTC
finished,2021-09-05 06:03:22 UTC,29.529724,-98.520278,2021-09-05 06:11:06 UTC,2021-09-05 06:24:52 UTC
finished,2021-09-05 19:18:29 UTC,29.523763,-98.57431,2021-09-05 19:25:05 UTC,2021-09-05 19:43:06 UTC
finished,2021-09-05 03:45:51 UTC,29.440383,-98.477722,2021-09-05 03:47:42 UTC,2021-09-05 04:00:59 UTC
finished,2021-09-05 05:33:25 UTC,29.44065,-98.491701,2021-09-05 05:35:53 UTC,2021-09-05 05:44:58 UTC
finished,2021-07-09 02:23:28 UTC,29.41592,-98.46825,2021-07-09 02:28:24 UTC,2021-07-09 02:35:57 UTC
finished,2021-10-04 17:52:48 UTC,29.589551,-98.624205,2021-10-04 17:56:16 UTC,2021-10-04 18:01:01 UTC
finished,2021-10-04 18:22:11 UTC,29.59172,-98.58802,2021-10-04 18:26:12 UTC,2021-10-04 18:33:48 UTC
finished,2021-10-04 19:42:11 UTC,29.45656,-98.62703,2021-10-04 19:46:39 UTC,2021-10-04 20:04:26 UTC
finished,2021-10-04 18:36:35 UTC,29.576189,-98.601661,2021-10-04 18:44:48 UTC,2021-10-04 19:12:33 UTC
finished,2021-11-24 06:59:52 UTC,29.539645,-98.379843,2021-11-24 07:06:26 UTC,2021-11-24 07:11:16 UTC
finished,2021-11-24 22:20:16 UTC,29.43695,-98.561859,2021-11-24 22:26:28 UTC,2021-11-24 22:35:06 UTC
finished,2021-11-24 05:41:35 UTC,29.464326,-98.516045,2021-11-24 05:45:14 UTC,2021-11-24 05:57:14 UTC
finished,2022-01-25 04:36:55 UTC,29.5417,-98.342468,2022-01-25 04:49:19 UTC,2022-01-25 05:03:24 UTC
finished,2022-01-25 04:18:09 UTC,29.585083,-98.475547,2022-01-25 04:22:52 UTC,2022-01-25 04:37:08 UTC
finished,2022-01-25 03:48:31 UTC,29.507355,-98.458009,2022-01-25 03:55:57 UTC,2022-01-25 04:12:17 UTC
finished,2021-07-29 03:57:37 UTC,29.523597,-98.476174,2021-07-29 04:01:50 UTC,2021-07-29 04:07:01 UTC
finished,2021-07-29 23:48:56 UTC,29.46067,-98.62349,2021-07-29 23:54:17 UTC,2021-07-30 00:04:19 UTC
finished,2021-07-31 23:43:47 UTC,29.44502,-98.47823,2021-07-31 23:48:05 UTC,2021-08-01 00:13:53 UTC
finished,2021-07-31 23:17:54 UTC,29.383487,-98.489395,2021-07-31 23:23:10 UTC,2021-07-31 23:37:08 UTC
finished,2021-08-20 01:59:27 UTC,29.608816,-98.450607,2021-08-20 02:13:37 UTC,2021-08-20 02:27:23 UTC
finished,2021-08-20 01:24:38 UTC,29.520219,-98.499212,2021-08-20 01:27:29 UTC,2021-08-20 01:32:33 UTC
finished,2021-10-23 22:15:32 UTC,29.590715,-98.600311,2021-10-23 22:28:56 UTC,2021-10-23 22:37:04 UTC
finished,2021-10-19 22:40:38 UTC,29.403043,-98.531885,2021-10-19 22:50:24 UTC,2021-10-19 22:59:17 UTC
finished,2021-10-19 17:41:11 UTC,29.448076,-98.488105,2021-10-19 17:49:01 UTC,2021-10-19 18:00:32 UTC
finished,2021-10-19 21:30:14 UTC,29.548085,-98.375401,2021-10-19 21:35:20 UTC,2021-10-19 21:53:09 UTC
finished,2021-10-19 18:06:19 UTC,29.42736,-98.49327,2021-10-19 18:08:48 UTC,2021-10-19 18:23:41 UTC
finished,2021-10-17 00:19:49 UTC,29.504829,-98.564511,2021-10-17 00:25:35 UTC,2021-10-17 00:47:16 UTC
finished,2021-10-17 02:08:43 UTC,29.54905,-98.50975,2021-10-17 02:17:57 UTC,2021-10-17 02:35:25 UTC
finished,2022-04-30 00:34:23 UTC,29.426473,-98.486358,2022-04-30 00:41:09 UTC,2022-04-30 00:44:35 UTC
finished,2021-09-21 20:14:32 UTC,29.56325,-98.29762,2021-09-21 20:24:41 UTC,2021-09-21 20:30:07 UTC
finished,2021-09-21 17:07:45 UTC,29.446111,-98.671046,2021-09-21 17:14:16 UTC,2021-09-21 17:25:21 UTC
finished,2021-09-21 23:26:50 UTC,29.489277,-98.610491,2021-09-21 23:31:19 UTC,2021-09-21 23:47:38 UTC
finished,2022-05-28 23:16:37 UTC,29.377176,-98.429805,2022-05-28 23:22:48 UTC,2022-05-28 23:37:17 UTC
finished,2021-11-19 06:58:32 UTC,29.443874,-98.494018,2021-11-19 07:03:45 UTC,2021-11-19 07:09:57 UTC
finished,2022-03-08 20:45:01 UTC,29.513912,-98.480598,2022-03-08 21:01:18 UTC,2022-03-08 21:15:03 UTC
finished,2021-08-21 02:51:12 UTC,29.431686,-98.500175,2021-08-21 02:55:42 UTC,2021-08-21 03:04:01 UTC
finished,2021-08-21 03:22:06 UTC,29.422716,-98.50313,2021-08-21 03:27:50 UTC,2021-08-21 03:52:33 UTC
finished,2021-08-21 04:20:57 UTC,29.52108,-98.4222,2021-08-21 04:27:49 UTC,2021-08-21 04:32:35 UTC
finished,2021-08-21 02:33:08 UTC,29.421549,-98.503785,2021-08-21 02:36:59 UTC,2021-08-21 02:45:54 UTC
finished,2021-07-27 20:37:25 UTC,29.434693,-98.494456,2021-07-27 20:42:03 UTC,2021-07-27 20:50:03 UTC
finished,2021-07-24 03:42:39 UTC,29.547446,-98.589078,2021-07-24 03:49:28 UTC,2021-07-24 03:58:18 UTC
finished,2021-07-18 03:44:05 UTC,29.493735,-98.330159,2021-07-18 03:51:04 UTC,2021-07-18 04:08:53 UTC
finished,2021-10-26 00:17:30 UTC,29.422612,-98.495095,2021-10-26 00:23:25 UTC,2021-10-26 00:28:07 UTC
finished,2021-11-10 01:11:44 UTC,29.426483,-98.488251,2021-11-10 01:17:10 UTC,2021-11-10 01:24:43 UTC
finished,2021-12-28 02:36:12 UTC,29.522763,-98.476264,2021-12-28 02:39:33 UTC,2021-12-28 02:58:18 UTC
finished,2021-09-05 21:23:47 UTC,29.499047,-98.623464,2021-09-05 21:31:56 UTC,2021-09-05 21:39:29 UTC
finished,2021-09-05 23:29:17 UTC,29.435429,-98.698404,2021-09-05 23:37:21 UTC,2021-09-05 23:47:56 UTC
finished,2021-09-05 04:48:18 UTC,29.453026,-98.484448,2021-09-05 04:49:55 UTC,2021-09-05 05:27:25 UTC
finished,2021-09-05 22:28:18 UTC,29.466378,-98.647729,2021-09-05 22:33:05 UTC,2021-09-05 22:46:26 UTC
finished,2021-09-05 22:42:31 UTC,29.486272,-98.714378,2021-09-05 22:50:54 UTC,2021-09-05 23:03:32 UTC
finished,2022-01-20 02:45:23 UTC,29.42646,-98.488154,2022-01-20 02:47:36 UTC,2022-01-20 03:01:34 UTC
finished,2022-01-20 00:58:52 UTC,29.519001,-98.666542,2022-01-20 01:11:43 UTC,2022-01-20 01:46:37 UTC
canceled,2021-10-15 21:12:04 UTC,29.38757,-98.51125,,
finished,2022-01-04 19:51:04 UTC,29.449136,-98.693304,2022-01-04 19:57:14 UTC,2022-01-04 20:11:01 UTC
finished,2021-10-25 19:56:14 UTC,29.474178,-98.509529,2021-10-25 20:05:26 UTC,2021-10-25 20:44:05 UTC
finished,2021-10-25 19:46:39 UTC,29.48821,-98.5016,2021-10-25 19:52:14 UTC,2021-10-25 20:02:02 UTC
finished,2021-11-24 23:30:16 UTC,29.388436,-98.537878,2021-11-24 23:39:05 UTC,2021-11-24 23:47:34 UTC
finished,2021-11-24 07:10:34 UTC,29.541057,-98.379295,2021-11-24 07:19:06 UTC,2021-11-24 07:30:25 UTC
finished,2021-11-24 03:29:52 UTC,29.54096,-98.492053,2021-11-24 03:45:51 UTC,2021-11-24 04:12:55 UTC
finished,2022-01-29 07:40:03 UTC,29.507187,-98.478271,2022-01-29 07:49:13 UTC,2022-01-29 07:56:44 UTC
finished,2022-01-29 03:33:01 UTC,29.445198,-98.477772,2022-01-29 03:36:23 UTC,2022-01-29 03:58:05 UTC
finished,2022-01-29 01:00:05 UTC,29.42513,-98.45915,2022-01-29 01:04:32 UTC,2022-01-29 01:12:49 UTC
finished,2022-01-29 06:32:18 UTC,29.513266,-98.553067,2022-01-29 06:36:07 UTC,2022-01-29 06:49:42 UTC
finished,2022-01-29 07:51:20 UTC,29.42502,-98.488815,2022-01-29 07:58:05 UTC,2022-01-29 08:19:17 UTC
finished,2022-01-29 07:01:34 UTC,29.543789,-98.490919,2022-01-29 07:06:40 UTC,2022-01-29 07:11:55 UTC
finished,2022-01-29 03:21:53 UTC,29.440898,-98.482338,2022-01-29 03:24:03 UTC,2022-01-29 03:28:26 UTC
finished,2021-10-20 16:17:31 UTC,29.437104,-98.682644,2021-10-20 16:26:26 UTC,2021-10-20 16:47:09 UTC
finished,2021-09-04 02:19:59 UTC,29.422297,-98.483324,2021-09-04 02:22:15 UTC,2021-09-04 02:38:40 UTC
finished,2021-09-04 23:51:55 UTC,29.451211,-98.683042,2021-09-04 23:57:39 UTC,2021-09-05 00:06:44 UTC
canceled,2022-03-05 08:33:40 UTC,29.35247,-98.428581,,
finished,2022-03-05 00:25:12 UTC,29.450408,-98.681768,2022-03-05 00:29:29 UTC,2022-03-05 00:51:35 UTC
finished,2022-03-05 09:53:00 UTC,29.503637,-98.380378,2022-03-05 10:00:44 UTC,2022-03-05 10:10:33 UTC
finished,2021-10-22 21:37:44 UTC,29.547407,-98.489006,2021-10-22 21:44:37 UTC,2021-10-22 21:57:57 UTC
finished,2021-10-22 22:19:47 UTC,29.610137,-98.494415,2021-10-22 22:34:55 UTC,2021-10-22 23:08:53 UTC
finished,2021-10-22 21:47:28 UTC,29.59299,-98.470558,2021-10-22 22:00:54 UTC,2021-10-22 22:21:31 UTC
finished,2021-10-22 22:56:24 UTC,29.485601,-98.541778,2021-10-22 23:15:26 UTC,2021-10-22 23:30:23 UTC
finished,2021-10-22 20:01:59 UTC,29.39161,-98.64759,2021-10-22 20:07:28 UTC,2021-10-22 20:28:27 UTC
finished,2022-01-15 01:31:23 UTC,29.463487,-98.446747,2022-01-15 01:37:38 UTC,2022-01-15 01:58:11 UTC
finished,2022-01-15 02:54:52 UTC,29.523735,-98.515792,2022-01-15 03:10:07 UTC,2022-01-15 03:25:00 UTC
finished,2022-03-09 02:16:31 UTC,29.518318,-98.506782,2022-03-09 02:27:36 UTC,2022-03-09 02:46:23 UTC
finished,2022-03-09 20:48:56 UTC,29.41862,-98.490633,2022-03-09 21:00:28 UTC,2022-03-09 21:10:19 UTC
finished,2022-03-09 18:24:04 UTC,29.435557,-98.690513,2022-03-09 18:29:43 UTC,2022-03-09 18:45:27 UTC
finished,2022-01-23 07:02:18 UTC,29.427031,-98.485073,2022-01-23 07:05:26 UTC,2022-01-23 07:23:18 UTC
finished,2022-04-27 21:59:46 UTC,29.39212,-98.476434,2022-04-27 22:03:34 UTC,2022-04-27 22:13:13 UTC
finished,2022-04-27 18:53:20 UTC,29.489104,-98.575327,2022-04-27 19:01:41 UTC,2022-04-27 19:18:06 UTC
finished,2022-04-27 20:07:25 UTC,29.522337,-98.476139,2022-04-27 20:10:28 UTC,2022-04-27 20:33:49 UTC
finished,2021-07-31 19:40:42 UTC,29.46097,-98.701249,2021-07-31 19:46:48 UTC,2021-07-31 19:56:05 UTC
finished,2021-07-31 22:55:15 UTC,29.42124,-98.50208,2021-07-31 23:03:55 UTC,2021-07-31 23:19:33 UTC
finished,2021-07-31 20:32:07 UTC,29.44221,-98.50653,2021-07-31 20:37:01 UTC,2021-07-31 20:43:10 UTC
finished,2021-08-20 02:32:14 UTC,29.528118,-98.505491,2021-08-20 02:36:52 UTC,2021-08-20 02:44:08 UTC
finished,2021-08-20 20:53:22 UTC,29.486425,-98.669916,2021-08-20 20:59:03 UTC,2021-08-20 21:07:57 UTC
finished,2021-08-20 19:00:57 UTC,29.435639,-98.695365,2021-08-20 19:07:29 UTC,2021-08-20 19:20:14 UTC
finished,2021-10-05 22:45:25 UTC,29.58643,-98.597995,2021-10-05 22:54:34 UTC,2021-10-05 23:15:24 UTC
finished,2021-08-20 19:55:08 UTC,29.44625,-98.549659,2021-08-20 20:01:15 UTC,2021-08-20 20:18:09 UTC
finished,2021-08-20 18:11:49 UTC,29.4461,-98.67128,2021-08-20 18:17:34 UTC,2021-08-20 18:32:57 UTC
finished,2021-08-20 20:25:33 UTC,29.515358,-98.694194,2021-08-20 20:29:48 UTC,2021-08-20 20:39:53 UTC
finished,2021-08-20 00:31:12 UTC,29.441044,-98.439937,2021-08-20 00:37:27 UTC,2021-08-20 00:46:03 UTC
finished,2021-08-20 19:34:07 UTC,29.489665,-98.562294,2021-08-20 19:40:00 UTC,2021-08-20 19:55:53 UTC
finished,2021-08-20 18:22:43 UTC,29.417873,-98.651954,2021-08-20 18:42:48 UTC,2021-08-20 18:56:35 UTC
finished,2021-08-20 01:08:58 UTC,29.527594,-98.484043,2021-08-20 01:16:13 UTC,2021-08-20 01:19:31 UTC
finished,2021-07-31 22:19:02 UTC,29.387571,-98.511723,2021-07-31 22:24:27 UTC,2021-07-31 22:39:25 UTC
finished,2022-05-29 21:28:38 UTC,29.572991,-98.522345,2022-05-29 21:36:24 UTC,2022-05-29 21:52:39 UTC
finished,2021-10-23 03:36:26 UTC,29.435417,-98.715213,2021-10-23 03:43:35 UTC,2021-10-23 03:52:10 UTC
finished,2021-10-23 05:53:18 UTC,29.478429,-98.608064,2021-10-23 06:03:50 UTC,2021-10-23 06:15:40 UTC
finished,2021-10-23 22:33:40 UTC,29.58856,-98.622627,2021-10-23 22:50:19 UTC,2021-10-23 23:04:35 UTC
finished,2021-08-19 20:53:32 UTC,29.522734,-98.476179,2021-08-19 20:57:21 UTC,2021-08-19 21:09:11 UTC
finished,2021-09-12 01:33:13 UTC,29.439193,-98.474305,2021-09-12 01:37:08 UTC,2021-09-12 01:46:31 UTC
finished,2021-09-12 02:45:14 UTC,29.4241,-98.48906,2021-09-12 02:47:49 UTC,2021-09-12 02:59:50 UTC
finished,2021-09-12 00:36:13 UTC,29.41068,-98.47325,2021-09-12 00:47:04 UTC,2021-09-12 01:02:23 UTC
finished,2022-01-28 23:22:13 UTC,29.53734,-98.58491,2022-01-28 23:31:46 UTC,2022-01-28 23:38:53 UTC
finished,2021-11-19 03:02:17 UTC,29.41835,-98.48775,2021-11-19 03:06:42 UTC,2021-11-19 03:22:22 UTC
finished,2021-11-19 06:40:02 UTC,29.44958,-98.48775,2021-11-19 06:41:56 UTC,2021-11-19 06:45:59 UTC
finished,2022-03-12 17:25:45 UTC,29.417835,-98.670043,2022-03-12 17:34:39 UTC,2022-03-12 17:44:38 UTC
finished,2022-03-12 18:50:40 UTC,29.520465,-98.50576,2022-03-12 18:57:14 UTC,2022-03-12 19:02:25 UTC
finished,2022-03-12 17:16:57 UTC,29.436346,-98.68551,2022-03-12 17:23:52 UTC,2022-03-12 17:29:02 UTC
finished,2022-05-24 04:42:51 UTC,29.391611,-98.664635,2022-05-24 04:49:40 UTC,2022-05-24 05:09:36 UTC
finished,2021-10-19 22:26:44 UTC,29.401834,-98.500648,2021-10-19 22:35:09 UTC,2021-10-19 22:37:07 UTC
finished,2021-10-19 19:56:54 UTC,29.492292,-98.549407,2021-10-19 20:05:09 UTC,2021-10-19 20:11:27 UTC
finished,2021-10-19 21:48:22 UTC,29.436239,-98.405494,2021-10-19 21:56:55 UTC,2021-10-19 22:07:21 UTC
finished,2021-10-19 17:31:04 UTC,29.46019,-98.4807,2021-10-19 17:36:21 UTC,2021-10-19 17:41:35 UTC
finished,2021-10-19 22:15:16 UTC,29.3754,-98.45651,2021-10-19 22:21:03 UTC,2021-10-19 22:28:53 UTC
finished,2022-02-19 22:19:29 UTC,29.456636,-98.479125,2022-02-19 22:33:34 UTC,2022-02-19 22:44:02 UTC
finished,2021-07-18 02:14:36 UTC,29.467225,-98.678924,2021-07-18 02:22:31 UTC,2021-07-18 02:47:32 UTC
finished,2021-07-18 03:07:54 UTC,29.459708,-98.401689,2021-07-18 03:18:41 UTC,2021-07-18 03:40:51 UTC
finished,2021-07-18 06:00:40 UTC,29.442348,-98.543411,2021-07-18 06:09:25 UTC,2021-07-18 06:18:52 UTC
finished,2021-07-18 17:09:04 UTC,29.433337,-98.64765,2021-07-18 17:16:23 UTC,2021-07-18 17:33:29 UTC
finished,2021-08-23 18:39:23 UTC,29.590139,-98.603118,2021-08-23 18:47:49 UTC,2021-08-23 19:43:38 UTC
finished,2021-08-23 18:18:34 UTC,29.552722,-98.667235,2021-08-23 18:28:40 UTC,2021-08-23 18:47:04 UTC
finished,2021-07-24 02:11:44 UTC,29.45165,-98.68238,2021-07-24 02:24:16 UTC,2021-07-24 02:50:20 UTC
finished,2021-07-24 05:39:58 UTC,29.4146,-98.481224,2021-07-24 05:44:25 UTC,2021-07-24 05:56:02 UTC
finished,2021-07-24 04:17:54 UTC,29.46534,-98.51626,2021-07-24 04:24:03 UTC,2021-07-24 04:37:47 UTC
